name,company,pack_size,link,sale_price,mrp,letter
Macot,Laurus Therapeutics,20's,https://dawaai.pk/medicine/macot-36045.html,90,101,m
Mobicam,Global-Vision,2x10's,https://dawaai.pk/medicine/mobicam-36047.html,63,70,m
Mrexin,Medifine,20's,https://dawaai.pk/medicine/mrexin-36050.html,158,175,m
Muvon,Neutro,5 Ampx1ml,https://dawaai.pk/medicine/muvon-36051.html,21,23,m
Muvon,Neutro,20's,https://dawaai.pk/medicine/muvon-1-36052.html,221,246,m
Mcdex,A'raf,2x10's,https://dawaai.pk/medicine/mcdex-36203.html,79,88,m
Mejic,Fozan,2x10's,https://dawaai.pk/medicine/mejic-36204.html,79,88,m
Mod,Caraway,20's,https://dawaai.pk/medicine/mod-36205.html,158,175,m
Modivid Tab,Caraway,2x10's,https://dawaai.pk/medicine/modivid-tab-36206.html,79,88,m
Morkil,Shrooq,2x10's,https://dawaai.pk/medicine/morkil-36207.html,127,141,m
Mutex,Bloom Pharma,2x10's,https://dawaai.pk/medicine/mutex-36208.html,79,88,m
Myrocam,Metro,2x10's,https://dawaai.pk/medicine/myrocam-36209.html,79,88,m
Mencevax ACWY,GlaxoSmithKline,1 vial,https://dawaai.pk/medicine/mencevax-acwy-36445.html,720,800,m
Meningococcal A+C,Sanofi,1 prefilled syringe,https://dawaai.pk/medicine/meningococcal-ac-36446.html,567,630,m
Menveo,Novartis,1 vial,https://dawaai.pk/medicine/menveo-36447.html,"2,790","3,100",m
Maxinoin,Maxitech Pharma,3x10's,https://dawaai.pk/medicine/maxinoin-20-mg-36526.html,735,817,m
MOMFOLIC,Atco,1,https://dawaai.pk/medicine/momfolic-36730.html,180,200,m
Misar,Highnoon,2x7's,https://dawaai.pk/medicine/misar-40mg-1-37066.html,170,189,m
Maclusa,Macter,1x28's,https://dawaai.pk/medicine/maclusa-400100mg-1-37068.html,"9,000","10,000",m
Medicobal 500mcg,Pharmadic,10 Amp,https://dawaai.pk/medicine/medicobal-500mcg-37237.html,360,400,m
M-Folate,Searle,3x10's,https://dawaai.pk/medicine/m-folate-600mcg-1-37332.html,120,133,m
Momate lotion,Dawaai,1's,https://dawaai.pk/medicine/momate-lotion-37526.html,93,104,m
Medisol Ringer-Lactate 500ml,Zafa,1,https://dawaai.pk/medicine/medisol-ringer-lactate-500ml-37763.html,95,106,m
Minoxin,Brookes,60ml,https://dawaai.pk/medicine/minoxin-38344.html,693,770,m
Mibega,Getz Pharma,1 x 10's,https://dawaai.pk/medicine/mibega-1-38507.html,783,870,m
Mommi,Xenon,5 x10's,https://dawaai.pk/medicine/mommi-1-38845.html,83,92,m
Maladol,Orta,1 x10's,https://dawaai.pk/medicine/maladol-1-38987.html,95,105,m
Mylenol,Dr.Raza,20x10's,https://dawaai.pk/medicine/mylenol-3-39628.html,126,140,m
Mafnol,Ideal,1000's,https://dawaai.pk/medicine/mafnol-4-40266.html,450,500,m
Mamic,Vega,10x10's,https://dawaai.pk/medicine/mamic-7-40268.html,12,13,m
Martan,Nabi Qasim,500's,https://dawaai.pk/medicine/martan-5-40273.html,405,450,m
Medocid,Dosaco,100's,https://dawaai.pk/medicine/medocid-5-40275.html,140,156,m
Mefacid,Zafa,10x10's,https://dawaai.pk/medicine/mefacid-5-40283.html,11,12,m
Mefad,Paramount,600's,https://dawaai.pk/medicine/mefad-2-40284.html,508,564,m
Mefadil,PDH,100x10's,https://dawaai.pk/medicine/mefadil-10-40286.html,5,6,m
Mefadil,PDH,60x10's,https://dawaai.pk/medicine/mefadil-13-40289.html,5,6,m
Mefaim,Amis Pharma,60x10's,https://dawaai.pk/medicine/mefaim-2-40291.html,5,6,m
Mefenamic acid,Ardin,20 x 10's,https://dawaai.pk/medicine/mefenamic-acid-30-40305.html,11,13,m
Mefenamic acid,Ardin,60 x 10's,https://dawaai.pk/medicine/mefenamic-acid-31-40306.html,7,8,m
Mefenamic acid,Dosaco,1000's,https://dawaai.pk/medicine/mefenamic-acid-32-40307.html,201,224,m
Mefenamic acid,Eros,1000's,https://dawaai.pk/medicine/mefenamic-acid-33-40308.html,450,500,m
Mefenamic acid,Eros,60 x 10's,https://dawaai.pk/medicine/mefenamic-acid-34-40309.html,5,5,m
Mefenamic acid,Gaba,1000's,https://dawaai.pk/medicine/mefenamic-acid-35-40310.html,207,230,m
Mefenamic acid,Gaba,600's,https://dawaai.pk/medicine/mefenamic-acid-37-40312.html,155,173,m
Mefenamic acid,Geofman,1000's,https://dawaai.pk/medicine/mefenamic-acid-38-40313.html,540,600,m
Mefenamic acid,Geofman,60 x 10's,https://dawaai.pk/medicine/mefenamic-acid-39-40314.html,9,10,m
Mefenamic acid,Pliva,1000's,https://dawaai.pk/medicine/mefenamic-acid-41-40316.html,222,247,m
Mefheim,Pakheim,60x10's,https://dawaai.pk/medicine/mefheim-11-40324.html,11,12,m
Mefnac,Efroze,200's,https://dawaai.pk/medicine/mefnac-15-40332.html,15,16,m
Mefnagen,Genera,500's,https://dawaai.pk/medicine/mefnagen-5-40338.html,273,303,m
Mefo,Tagma,20x10's,https://dawaai.pk/medicine/mefo-5-40342.html,14,15,m
Meftan,Euro Pharma,100's,https://dawaai.pk/medicine/meftan-6-40343.html,95,105,m
Meftan,Euro Pharma,1000's,https://dawaai.pk/medicine/meftan-7-40344.html,540,600,m
Minacid,Bryon,200's,https://dawaai.pk/medicine/minacid-3-40350.html,212,236,m
Ministal,KPL,1000's,https://dawaai.pk/medicine/ministal-5-40351.html,279,310,m
Ministal,KPL,60x10's,https://dawaai.pk/medicine/ministal-7-40353.html,4,4,m
Mofstan,Jinnah Pharma,10x10's,https://dawaai.pk/medicine/mofstan-8-40354.html,14,16,m
Medimol,Mediceena,20x10's,https://dawaai.pk/medicine/medimol-14-40581.html,6,7,m
Mac,Glitz,10's,https://dawaai.pk/medicine/mac-42861.html,279,310,m
Mac,Glitz,14's,https://dawaai.pk/medicine/mac-1-42862.html,259,288,m
Medikast,Medisave,14's,https://dawaai.pk/medicine/medikast-42863.html,279,310,m
Medikast,Medisave,14's,https://dawaai.pk/medicine/medikast-1-42864.html,216,240,m
Mekast,Genome Pharma,14's,https://dawaai.pk/medicine/mekast-42865.html,279,310,m
Mekast,Genome Pharma,14's,https://dawaai.pk/medicine/mekast-1-42866.html,216,240,m
Mekast,Genome Pharma,2x7's,https://dawaai.pk/medicine/mekast-2-42867.html,108,120,m
MKS Pediatric,Kohinoor,14 sachet,https://dawaai.pk/medicine/mks-pediatric-42870.html,428,475,m
MNTK,Well.pk,14's,https://dawaai.pk/medicine/mntk-1-42872.html,101,112,m
MNTK,Well.pk,1x30's,https://dawaai.pk/medicine/mntk-2-42873.html,216,240,m
MNTK,Well.pk,14's,https://dawaai.pk/medicine/mntk-3-42874.html,113,126,m
MNTK,Well.pk,3x10's,https://dawaai.pk/medicine/mntk-4-42875.html,244,271,m
Molus,Medi Search,14's,https://dawaai.pk/medicine/molus-42876.html,315,350,m
Monaka,Noa Hemis,14's,https://dawaai.pk/medicine/monaka-42877.html,225,250,m
Monaka,Noa Hemis,14's,https://dawaai.pk/medicine/monaka-1-42878.html,252,280,m
Monaka,Noa Hemis,14's,https://dawaai.pk/medicine/monaka-2-42879.html,225,250,m
Monaz,Shawan,14's,https://dawaai.pk/medicine/monaz-42880.html,279,310,m
Monaz,Shawan,2x7's,https://dawaai.pk/medicine/monaz-1-42881.html,108,120,m
Monekast,Neo Medix,14's,https://dawaai.pk/medicine/monekast-42883.html,171,190,m
Monekast,Neo Medix,14's,https://dawaai.pk/medicine/monekast-1-42884.html,216,240,m
Monekast,Neo Medix,14's,https://dawaai.pk/medicine/monekast-2-42885.html,279,310,m
Monest,Bio Labs,14's,https://dawaai.pk/medicine/monest-42886.html,279,310,m
Monest,Bio Labs,14's,https://dawaai.pk/medicine/monest-1-42887.html,216,240,m
Monik,Aries,14's,https://dawaai.pk/medicine/monik-42888.html,279,310,m
Monokast,Global Pharma,14's,https://dawaai.pk/medicine/monokast-42889.html,279,310,m
Monokast,Global Pharma,14's,https://dawaai.pk/medicine/monokast-1-42890.html,216,240,m
Monstk,Irza,14's,https://dawaai.pk/medicine/monstk-42891.html,279,310,m
Mont-heim,Pakheim,14's,https://dawaai.pk/medicine/mont-heim-42892.html,283,314,m
Mont-heim,Pakheim,14's,https://dawaai.pk/medicine/mont-heim-1-42893.html,219,243,m
Montair,CCL,14's,https://dawaai.pk/medicine/montair-42894.html,303,337,m
Montana,PDH,14's,https://dawaai.pk/medicine/montana-42897.html,278,309,m
Montana,PDH,14's,https://dawaai.pk/medicine/montana-1-42898.html,216,240,m
Montaza,Zafa,14's,https://dawaai.pk/medicine/montaza-1-42900.html,158,175,m
Montecare,Aims Pharma,14's,https://dawaai.pk/medicine/montecare-42903.html,216,240,m
Montecare,Aims Pharma,14's,https://dawaai.pk/medicine/montecare-1-42904.html,216,240,m
Montecare,Aims Pharma,14's,https://dawaai.pk/medicine/montecare-2-42905.html,171,190,m
Montef,Efroze,14's,https://dawaai.pk/medicine/montef-42906.html,189,210,m
Montef,Efroze,14's,https://dawaai.pk/medicine/montef-1-42907.html,126,140,m
Montef,Efroze,14's,https://dawaai.pk/medicine/montef-2-42908.html,151,168,m
Montekarl,Raazee,14's,https://dawaai.pk/medicine/montekarl-42909.html,179,199,m
Montekarl,Raazee,14's,https://dawaai.pk/medicine/montekarl-1-42910.html,142,158,m
Montekast,Legacy,14 sachet,https://dawaai.pk/medicine/montekast-42911.html,428,475,m
Montel,Star,2x7's,https://dawaai.pk/medicine/montel-42912.html,100,111,m
Montel,Star,2x7's,https://dawaai.pk/medicine/montel-1-42913.html,76,84,m
Montel,Star,2 x 7's,https://dawaai.pk/medicine/montel-2-42914.html,83,93,m
Montelair,Himont,1x14's,https://dawaai.pk/medicine/montelair-42915.html,279,310,m
Montelair,Himont,1x14's,https://dawaai.pk/medicine/montelair-1-42916.html,216,240,m
Montelo,Novartis,1x14's,https://dawaai.pk/medicine/montelo-42917.html,279,310,m
Montelo,Novartis,1x14's,https://dawaai.pk/medicine/montelo-1-42918.html,216,240,m
Montemax,Wns Field,14 sachet,https://dawaai.pk/medicine/montemax-42919.html,428,475,m
Monteser,Wisdom,14's,https://dawaai.pk/medicine/monteser-42920.html,279,310,m
Monteser,Wisdom,14's,https://dawaai.pk/medicine/monteser-1-42921.html,216,240,m
Montewns,Wns Field,14's,https://dawaai.pk/medicine/montewns-42922.html,455,505,m
Montewns,Wns Field,2x7's,https://dawaai.pk/medicine/montewns-1-42923.html,189,210,m
Montezan,Votex,14's,https://dawaai.pk/medicine/montezan-42924.html,279,310,m
Monticare,Adcare,2x7's,https://dawaai.pk/medicine/monticare-42925.html,160,178,m
Monticare,Adcare,2x7's,https://dawaai.pk/medicine/monticare-1-42926.html,108,120,m
Monticare,Adcare,2 x 7's,https://dawaai.pk/medicine/monticare-2-42927.html,74,83,m
Monticel,Axis,14's,https://dawaai.pk/medicine/monticel-42928.html,230,255,m
Monticel,Axis,14's,https://dawaai.pk/medicine/monticel-1-42929.html,167,185,m
Montilak,Hamaz,14's,https://dawaai.pk/medicine/montilak-42930.html,297,330,m
Montilak,Hamaz,14's,https://dawaai.pk/medicine/montilak-1-42931.html,216,240,m
Montinig,Goodman,14's,https://dawaai.pk/medicine/montinig-42932.html,279,310,m
Montitex,Sapient,14's,https://dawaai.pk/medicine/montitex-42933.html,266,295,m
Montone,Pearl,14's,https://dawaai.pk/medicine/montone-42934.html,279,310,m
Montrial,Wise Pharma,14's,https://dawaai.pk/medicine/montrial-42935.html,279,310,m
Monty,Biocare,2x7's,https://dawaai.pk/medicine/monty-42936.html,140,155,m
Monty,Biocare,2 x 7's,https://dawaai.pk/medicine/monty-1-42937.html,108,120,m
Moor,Zephyr Pharmatec,14 sachet,https://dawaai.pk/medicine/moor-42940.html,189,210,m
Moor,Zephyr Pharmatec,10's,https://dawaai.pk/medicine/moor-1-42941.html,171,190,m
Moor,Zephyr Pharmatec,14's,https://dawaai.pk/medicine/moor-2-42942.html,120,133,m
Moor,Zephyr Pharmatec,14's,https://dawaai.pk/medicine/moor-3-42943.html,225,250,m
Moor,Zephyr Pharmatec,10's,https://dawaai.pk/medicine/moor-4-42944.html,153,170,m
Muse-K,Mediate,14's,https://dawaai.pk/medicine/muse-k-42946.html,149,165,m
Mykast,Mega,14's,https://dawaai.pk/medicine/mykast-42947.html,189,210,m
Mykast,Mega,3x10's,https://dawaai.pk/medicine/mykast-1-42948.html,102,113,m
Mykast,Mega,3x10's,https://dawaai.pk/medicine/mykast-2-42949.html,90,100,m
Multibionta-M,Martin Dow Marker,20s,https://dawaai.pk/medicine/multibionta-m-43209.html,73,81,m
Master A+ 10CC Syringe,Master,100s,https://dawaai.pk/medicine/master-a-10cc-syringe-43243.html,18,20,m
Master A+ 3CC Syringe,Master,100s,https://dawaai.pk/medicine/master-a-3cc-syringe-43244.html,9,10,m
Myrin Forte,Wyeth,8 x 10's,https://dawaai.pk/medicine/myrin-forte-43420.html,99,110,m
Methobel,Dawaai,1 Vial,https://dawaai.pk/medicine/methobel-44128.html,226,251,m
Merpen,ICI Pakistan Limited,1 Vial,https://dawaai.pk/medicine/merpen-44153.html,"1,800","2,000",m
Merpen,ICI Pakistan Limited,1 Vial,https://dawaai.pk/medicine/merpen-500mg-44154.html,963,"1,070",m
Montika,Sami,2x7s,https://dawaai.pk/medicine/montika-44170.html,131,145,m
Mogadon,Martin Dow,5x10's,https://dawaai.pk/medicine/mogadon-44172.html,77,85,m
Misar AM,Highnoon,2x7's,https://dawaai.pk/medicine/misar-am-1-44207.html,239,266,m
Mozart,Scotman,1x10's,https://dawaai.pk/medicine/mozart-1-44286.html,259,288,m
Mozart,Scotman,1x10's,https://dawaai.pk/medicine/mozart-2-44287.html,333,370,m
Mozart,Scotman,1x10's,https://dawaai.pk/medicine/mozart-3-44288.html,423,470,m
Myozyme,Sanofi,1 Vial,https://dawaai.pk/medicine/myozyme-45030.html,"87,844","97,604",m
Medicobal,Pharmadic,2x10's,https://dawaai.pk/medicine/medicobal-45799.html,108,120,m
Meprex,Aptcure,1x14's,https://dawaai.pk/medicine/meprex-2-45820.html,234,260,m
M-M-R II,Merck,0.5ml,https://dawaai.pk/medicine/m-m-r-ii-45903.html,590,655,m
Meprex,L A Kurative,1x14's,https://dawaai.pk/medicine/meprex-3-46381.html,132,147,m
Mitomycin,Al Habib Pharmaceuticals,1 Vial,https://dawaai.pk/medicine/mitomycin-2-mg-injection-1-vial-pack-47534.html,439,488,m
Mofelet,Organ Care and Cure Pharma,5 x 10's,https://dawaai.pk/medicine/mofelet-500-mg-tablet-5-x-10s-pack-49448.html,900,"1,000",m
Mega Flood Relief Package,Flood Relief 2022,1 Package,https://dawaai.pk/medicine/mega-flood-relief-package-49579.html,"2,928","3,253",m
Mecogen SL,Genetics Pharmaceuticals,3 x 10's,https://dawaai.pk/medicine/mecogen-sl-1000-mg-tablets-3-x-10s-pack-50216.html,263,293,m
Marathon,,1,https://dawaai.pk/medicine/marathon-839.html,0,0,m
Marevan ( Warfarin ) 5 MG,GSK Consumer Healthcare,1,https://dawaai.pk/medicine/marevan-warfarin-5-mg-tablet-6790.html,11,11,m
Medkit,Mediate,1x2's,https://dawaai.pk/medicine/medkit-10637.html,10,10,m
Medrosterona,Segionior,1,https://dawaai.pk/medicine/medrosterona-10638.html,0,0,m
Medrosterona,Segionior,1x20's,https://dawaai.pk/medicine/medrosterona-1-10639.html,0,0,m
Magestron,Social Marketing,1,https://dawaai.pk/medicine/magestron-10640.html,0,0,m
Metcon,Efroze,30s,https://dawaai.pk/medicine/metcon-11000.html,70,70,m
Medipride,Medipak,2x10s,https://dawaai.pk/medicine/medipride-11197.html,30,30,m
Medipride,Medipak,2x10s,https://dawaai.pk/medicine/medipride-1-11198.html,45,45,m
Megapride,Mega,2x10s,https://dawaai.pk/medicine/megapride-11203.html,40,40,m
Melitus,S.J. & G. Fazul Ellahie,2x10s,https://dawaai.pk/medicine/melitus-11207.html,33,33,m
Melitus,S.J. & G. Fazul Ellahie,2x10s,https://dawaai.pk/medicine/melitus-1-11208.html,50,50,m
Melnorm,Danas,2x10s,https://dawaai.pk/medicine/melnorm-11211.html,50,50,m
Minidiab Af,Pfizer,1x10's,https://dawaai.pk/medicine/minidiab-af-11293.html,57,57,m
Minidiab Af,Pfizer,1x10's,https://dawaai.pk/medicine/minidiab-af-1-11294.html,75,75,m
Minidiab Af,Pfizer,1x10's,https://dawaai.pk/medicine/minidiab-af-2-11295.html,95,95,m
Mephage,Stand Pharm,5x10s,https://dawaai.pk/medicine/mephage-11332.html,13,13,m
Metadox,Caraway,5x10s,https://dawaai.pk/medicine/metadox-11333.html,14,14,m
Metadox,Caraway,5x10s,https://dawaai.pk/medicine/metadox-1-11334.html,10,10,m
Metadox,Caraway,3x10s,https://dawaai.pk/medicine/metadox-2-11335.html,12,12,m
Metadox,Caraway,5x10s,https://dawaai.pk/medicine/metadox-3-11336.html,12,12,m
Metfor,Valor,5x10's,https://dawaai.pk/medicine/metfor-11337.html,17,17,m
Metform,Grays,5x10s,https://dawaai.pk/medicine/metform-11339.html,14,14,m
Metform,Grays,5x10s,https://dawaai.pk/medicine/metform-1-11340.html,10,10,m
Metformed,Medicraft,5x10s,https://dawaai.pk/medicine/metformed-11341.html,13,13,m
Metformed,Medicraft,5x10s,https://dawaai.pk/medicine/metformed-1-11342.html,12,12,m
Metformin,Well.pk,50s,https://dawaai.pk/medicine/metformin-11343.html,0,0,m
Metformin,Well.pk,50s,https://dawaai.pk/medicine/metformin-1-11344.html,0,0,m
Metformin,Well.pk,50s,https://dawaai.pk/medicine/metformin-2-11345.html,0,0,m
Metphage,Efroze,30s,https://dawaai.pk/medicine/metphage-1-11347.html,60,60,m
Mfor,Jawa,5x10s,https://dawaai.pk/medicine/mfor-11350.html,10,10,m
Metpi,Pharm Evo,14s,https://dawaai.pk/medicine/metpi-11479.html,98,98,m
Metpi,Pharm Evo,14s,https://dawaai.pk/medicine/metpi-1-11480.html,100,100,m
MR-2,Saydon,10,https://dawaai.pk/medicine/mr-2-11524.html,53,53,m
Medyo,Jinnah Pharma,5x10's,https://dawaai.pk/medicine/medyo-12252.html,14,14,m
Medyo,Jinnah Pharma,3x10's,https://dawaai.pk/medicine/medyo-1-12253.html,33,33,m
Maxigab,Mcolson,10,https://dawaai.pk/medicine/maxigab-12430.html,50,50,m
Macrolex,Bloom Pharma,1,https://dawaai.pk/medicine/macrolex-12840.html,61,61,m
Mak-Maz,Makson,1,https://dawaai.pk/medicine/mak-maz-12841.html,64,64,m
Mizole,Pharmix,1,https://dawaai.pk/medicine/mizole-12842.html,88,88,m
Mycofax,Ideal,1,https://dawaai.pk/medicine/mycofax-12843.html,70,70,m
Mycovag,Alliance,6,https://dawaai.pk/medicine/mycovag-12844.html,60,60,m
Mycovag,Alliance,1,https://dawaai.pk/medicine/mycovag-1-12845.html,55,55,m
Myoprex,Paramount,6,https://dawaai.pk/medicine/myoprex-12846.html,60,60,m
Myoprex,Paramount,1,https://dawaai.pk/medicine/myoprex-1-12847.html,64,64,m
Miconaz,Medisure,1,https://dawaai.pk/medicine/miconaz-12870.html,43,43,m
Medigesic,Wilshire,20x5s,https://dawaai.pk/medicine/medigesic-3-12941.html,0,0,m
Medigesic,Wilshire,2x5s,https://dawaai.pk/medicine/medigesic-4-12942.html,0,0,m
Medigesic-C,Wilshire,10,https://dawaai.pk/medicine/medigesic-c-12947.html,0,0,m
Medigesic-C,Wilshire,10x10s,https://dawaai.pk/medicine/medigesic-c-1-12948.html,0,0,m
Makrelex,Makson,10,https://dawaai.pk/medicine/makrelex-12968.html,80,80,m
Maxlax,Genix,10,https://dawaai.pk/medicine/maxlax-12969.html,83,83,m
Micnic,Zephyr Pharmatec,10,https://dawaai.pk/medicine/micnic-12971.html,83,83,m
Midin,Jaens,10,https://dawaai.pk/medicine/midin-12973.html,83,83,m
Molluscus,Radium,10,https://dawaai.pk/medicine/molluscus-12974.html,83,83,m
Molvcom,Semos,2x10s,https://dawaai.pk/medicine/molvcom-1-12976.html,0,0,m
Movcolm,Pharmark,10,https://dawaai.pk/medicine/movcolm-12979.html,0,0,m
Movcolm,Pharmark,2x10s,https://dawaai.pk/medicine/movcolm-1-12980.html,0,0,m
Mudine,Rakahposhi,10,https://dawaai.pk/medicine/mudine-12981.html,83,83,m
Mural,Paramount,10,https://dawaai.pk/medicine/mural-12982.html,83,83,m
Muslex,Danas,10,https://dawaai.pk/medicine/muslex-12986.html,83,83,m
Musnide,Medifine,10,https://dawaai.pk/medicine/musnide-12987.html,83,83,m
Musrel,Well  & Well,10,https://dawaai.pk/medicine/musrel-12988.html,83,83,m
Mylex,Gillman,10,https://dawaai.pk/medicine/mylex-12990.html,83,83,m
Mylifam,Qintar Pharma,10,https://dawaai.pk/medicine/mylifam-12992.html,83,83,m
Myodine,Envoy,10,https://dawaai.pk/medicine/myodine-12993.html,83,83,m
Myotiz,Convell,10,https://dawaai.pk/medicine/myotiz-12995.html,83,83,m
Mesart-H,Avant,10,https://dawaai.pk/medicine/mesart-h-13105.html,0,0,m
Minipress,Pfizer,1x20's,https://dawaai.pk/medicine/minipress-14406.html,23,23,m
Minipress,Pfizer,1x20's,https://dawaai.pk/medicine/minipress-1-14407.html,39,39,m
M-Phenicol,Munawar Pharma,60ml,https://dawaai.pk/medicine/m-phenicol-14676.html,13,13,m
Moncol,Al Kemy,60ML,https://dawaai.pk/medicine/moncol-14678.html,20,20,m
Milium,English Pharma,120ml,https://dawaai.pk/medicine/milium-14933.html,84,84,m
Molium,Alliance,60ml,https://dawaai.pk/medicine/molium-1-14936.html,42,42,m
Motedone,Lowitt,120ml,https://dawaai.pk/medicine/motedone-14939.html,84,84,m
Motil,Medicraft,120ml,https://dawaai.pk/medicine/motil-14942.html,84,84,m
Motil,Medicraft,60ml,https://dawaai.pk/medicine/motil-1-14943.html,42,42,m
Motil,Medicraft,10,https://dawaai.pk/medicine/motil-2-14944.html,35,35,m
Mendon,Metro,120ml,https://dawaai.pk/medicine/mendon-15046.html,55,55,m
MD,Dr.Raza,3x10's,https://dawaai.pk/medicine/md-1-15768.html,19,19,m
MD,Dr.Raza,3 x 5's,https://dawaai.pk/medicine/md-2-15769.html,19,19,m
Medel,Neo Medix,60ml,https://dawaai.pk/medicine/medel-15770.html,25,25,m
Metodine DF,Searle,60ml,https://dawaai.pk/medicine/metodine-df-1-15775.html,35,35,m
Metric-DF,Polyfine,1x10's,https://dawaai.pk/medicine/metric-df-1-15780.html,35,35,m
Metrodan,Danas,1 x 15's,https://dawaai.pk/medicine/metrodan-15781.html,55,55,m
Metrox,Hygeia,1 x 15's,https://dawaai.pk/medicine/metrox-1-15786.html,48,48,m
Methachlor,Remington,5ml,https://dawaai.pk/medicine/methachlor-16377.html,33,33,m
Meditrol,Medipak,5ml,https://dawaai.pk/medicine/meditrol-1-16429.html,69,69,m
Metapred,Jaens,5gm,https://dawaai.pk/medicine/metapred-1-16474.html,40,40,m
Methax,Fynk,50ml,https://dawaai.pk/medicine/methax-1-16609.html,13,13,m
Marzine,GlaxoSmithKline,60ml,https://dawaai.pk/medicine/marzine-1-16716.html,17,17,m
Medizine,Mediceena,60ml,https://dawaai.pk/medicine/medizine-1-16717.html,12,12,m
MD,Dr.Raza,60ml,https://dawaai.pk/medicine/md-3-16767.html,29,29,m
Medile,Leama Chemi,60ml,https://dawaai.pk/medicine/medile-1-16771.html,28,28,m
Megazol,Pharmadic,30,https://dawaai.pk/medicine/megazol-1-16772.html,30,30,m
Menizol,Umersons,60ml,https://dawaai.pk/medicine/menizol-2-16773.html,27,27,m
Menizol,Umersons,15,https://dawaai.pk/medicine/menizol-3-16774.html,51,51,m
Metovine,Venus,3x5's,https://dawaai.pk/medicine/metovine-1-16778.html,16,16,m
Metric-DF,Polyfine,60ml,https://dawaai.pk/medicine/metric-df-2-16779.html,40,40,m
Metrodan,Danas,15,https://dawaai.pk/medicine/metrodan-1-16781.html,55,55,m
